,MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Foundation,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SaleCondition,SalePrice
378,20,3,9.34084218004034,1,20,3,9,2,0,0,10,4,3,1445,0,411,1856,4,7.526178913346146,0,0,1,3,8,4,5,4,0.0,3,3,834,113,0,0,0,0,0,4,
379,60,3,9.002454823050954,0,13,5,6,5,9,9,10,4,1,0,0,982,982,4,6.914730892718563,793,0,0,1,7,4,3,4,9.0,3,2,463,100,63,0,0,0,0,3,12.095141084822892
380,50,3,8.517193191416238,0,7,1,5,6,86,60,8,1,1,218,0,808,1026,2,6.933423025730715,665,0,0,2,6,4,4,2,86.0,1,1,308,0,0,242,0,0,0,3,11.751942365440728
381,20,4,8.881836305004146,0,18,3,7,5,0,0,10,4,1,0,0,1293,1293,4,7.170888478512505,0,0,1,2,5,4,4,4,0.0,2,2,572,216,121,0,0,0,0,4,12.142866569626381
382,60,3,9.131838143821225,0,14,5,7,5,1,1,10,4,3,0,0,939,939,4,6.844815479208263,858,0,0,2,8,4,1,4,1.0,2,2,639,144,53,0,0,0,0,3,12.271392111650817
383,45,2,9.104979856318357,1,10,2,6,3,81,59,2,1,1,0,0,784,784,2,6.664409020350408,0,0,0,1,5,4,1,2,59.0,1,2,360,0,0,91,0,0,0,3,
384,60,3,10.880064025283644,1,17,5,6,5,15,15,6,4,3,985,0,595,1580,4,6.983789965258135,874,0,1,2,9,4,2,4,15.0,3,2,501,216,231,0,0,0,0,3,12.388394202324129
385,120,3,8.065265208897733,0,15,3,8,5,6,5,10,4,1,24,0,1232,1256,4,7.1459844677143876,0,0,0,2,6,4,3,4,6.0,3,2,430,146,20,0,0,144,0,3,12.165250651009918
386,50,3,9.037176752966994,2,5,1,5,3,96,10,2,4,1,0,0,658,658,2,6.489204931325317,526,0,0,1,8,4,1,0,26.0,0,0,0,0,151,0,0,0,0,1,11.302204433654575
387,80,3,8.881836305004146,0,5,4,6,6,33,33,4,2,3,631,0,410,1041,4,7.025538314638521,0,0,1,1,6,4,2,2,32.0,1,1,352,296,0,0,0,0,0,0,11.736069016284437
388,20,3,9.146548238888403,4,14,3,7,5,9,8,10,4,1,0,0,1468,1468,4,7.2991214627108,0,0,0,2,6,4,1,4,9.0,2,2,577,120,25,0,0,0,0,3,
389,60,3,9.431401757086068,0,21,5,10,5,1,0,10,4,3,1280,0,402,1682,4,7.462789157412448,590,0,1,3,9,4,5,5,0.0,3,3,846,196,134,0,0,0,0,4,12.962194625251508
390,50,3,9.036582045842716,0,5,1,5,8,108,58,4,1,1,241,391,229,861,4,6.8679744089702925,406,0,1,1,7,4,1,2,30.0,1,1,384,0,130,112,0,0,0,3,11.686878772093667
391,60,3,9.409928663668856,4,9,5,6,5,8,7,10,4,1,690,0,114,804,4,6.6895992691789665,1157,0,1,2,7,4,3,5,8.0,3,2,560,125,192,0,0,0,0,3,
392,20,3,9.028698584086985,0,8,3,5,7,48,48,4,0,0,0,0,0,0,2,6.782192056006791,0,0,0,1,5,4,1,4,48.0,2,1,294,0,0,0,0,0,0,3,11.575900264131617
393,30,3,8.915432254432663,1,3,3,4,5,65,56,3,2,1,266,0,522,788,2,6.669498089857879,0,0,0,1,4,4,3,0,26.0,0,0,0,0,0,0,0,0,0,0,11.512925464970229
394,50,3,9.223651386035854,0,4,1,5,6,67,57,4,2,1,0,0,735,735,3,6.5998704992128365,299,0,0,1,5,4,1,2,67.0,1,1,240,0,39,0,0,0,0,3,
395,20,3,9.166492972195906,0,5,3,5,6,54,54,2,2,3,739,0,405,1144,2,7.042286171939743,0,0,1,1,6,4,1,4,54.0,1,1,596,44,0,0,0,0,0,3,11.76756768334381
396,20,3,8.881836305004146,0,14,3,5,5,37,37,4,2,3,777,0,117,894,2,6.795705775173514,0,0,0,1,6,4,1,2,24.0,2,2,600,215,0,0,0,0,0,3,11.719939634354555
397,60,3,8.934586870389676,0,8,5,5,5,45,45,10,2,1,540,0,324,864,2,6.775366090936392,936,0,0,1,8,4,3,4,45.0,2,1,264,0,168,0,0,0,0,3,12.040608205802641
398,30,1,9.101306450952048,1,0,3,5,2,87,57,4,1,1,0,0,961,961,3,6.981934677156389,0,0,0,1,6,0,1,2,87.0,1,1,338,0,0,0,0,0,0,0,
399,60,4,9.002701007197938,0,18,5,7,5,3,2,9,4,1,812,0,280,1092,4,7.013915474810528,438,0,1,2,7,4,1,4,2.0,3,2,438,0,168,0,0,0,0,3,12.392552212472792
400,120,3,9.61333576618342,0,11,3,8,5,12,12,8,4,1,786,0,474,1260,4,7.160845906664299,0,0,1,3,4,4,4,4,12.0,3,2,500,120,30,0,0,224,0,3,
401,20,3,9.078749951588586,0,14,3,7,5,1,1,10,4,3,24,0,1286,1310,4,7.177782416195197,0,0,0,2,6,4,4,4,1.0,3,2,400,0,0,0,0,0,0,4,
402,30,3,9.230142999272362,0,6,3,5,8,68,11,2,4,1,0,0,672,672,4,6.51025834052315,0,0,0,1,4,4,1,2,68.0,1,1,240,168,0,0,0,0,0,3,11.589886506106357
403,60,3,9.400133943608838,1,22,5,8,5,8,8,10,4,1,0,0,1141,1141,3,7.060476365999801,1098,0,0,2,10,4,3,5,8.0,3,2,420,144,123,0,0,0,0,0,12.460714863903755
404,60,3,9.246093541682,0,13,5,6,5,12,11,4,4,1,0,0,806,806,3,6.692083742506628,766,0,0,1,7,4,3,5,12.0,3,2,373,0,40,0,0,0,0,3,12.031719258385396
405,20,3,9.209439966733019,1,6,3,4,4,33,16,7,2,1,1116,0,165,1281,4,7.3901814282264295,0,0,1,1,8,3,3,4,16.0,1,2,490,120,78,0,0,0,0,3,11.918390573078392
406,50,3,9.257223957875032,0,7,1,6,5,72,58,4,1,1,0,0,1064,1064,4,7.061334366910438,0,473,0,1,6,0,1,2,72.0,1,1,240,0,0,0,0,0,0,3,11.652687407345388
407,70,3,9.653486547052035,0,16,5,6,7,93,32,2,1,1,0,0,840,840,4,6.733401891837359,840,0,0,1,8,4,1,4,48.0,1,1,308,0,0,160,0,0,0,3,12.083905011555967
408,60,3,9.55775254863573,1,21,5,7,5,1,1,10,4,1,0,0,1063,1063,4,6.976348070447749,1101,0,0,2,9,4,4,4,1.0,2,3,947,192,62,0,0,0,0,4,12.542544882151386
409,60,4,9.287301413112312,0,18,5,8,5,1,0,10,4,1,789,0,245,1034,4,6.956545443151569,1028,0,1,3,8,4,4,4,0.0,3,3,836,0,102,0,0,0,0,4,12.73596533201339
410,20,3,9.166492972195906,0,5,3,5,3,51,51,1,2,1,0,0,1276,1276,2,7.151485463904735,0,0,0,1,5,2,1,4,51.0,1,1,350,0,0,0,0,0,0,0,
411,190,3,10.453053004618049,0,13,3,5,5,51,51,2,2,2,1056,0,0,1056,2,6.962243464266207,0,0,1,1,5,4,1,4,51.0,3,2,572,264,0,0,0,0,0,3,11.884489021402711
412,20,4,8.390041405755754,0,18,3,7,5,1,1,4,4,3,578,0,892,1470,4,7.298445101508147,0,0,1,2,7,4,4,4,1.0,3,2,484,0,144,0,0,0,0,4,12.310432660854417
413,30,1,9.100525505968976,0,4,3,5,6,83,60,3,2,1,0,0,1008,1008,3,6.93537044601511,0,0,0,1,5,4,4,2,83.0,1,2,360,0,0,130,0,0,0,3,11.652687407345388
414,60,3,9.326165937481774,4,10,5,7,5,15,15,10,4,1,50,531,499,1080,4,6.984716320118266,1017,0,0,2,9,4,3,4,15.0,1,3,678,196,187,0,0,0,0,3,12.337100907936577
415,20,3,9.093694189856862,0,13,3,7,5,0,0,10,4,3,24,0,1316,1340,4,7.200424892944957,0,0,0,2,6,4,1,4,0.0,3,2,396,100,30,0,0,0,0,4,12.106992367829498
416,60,3,8.967504187316237,0,6,5,6,7,28,28,6,2,1,209,0,463,672,2,6.51025834052315,728,0,0,1,6,4,3,4,28.0,3,2,440,0,0,0,0,0,0,3,11.915051671812877
417,70,3,10.017708696626151,0,16,5,6,6,89,57,2,1,1,1128,0,242,1370,2,7.222566018822171,1254,0,1,1,10,4,4,2,89.0,1,3,864,0,0,0,0,0,0,3,12.384218830913648
418,50,3,9.006999447958153,0,5,1,5,6,67,57,4,1,1,312,0,444,756,1,6.628041376179533,378,0,1,1,7,4,1,2,67.0,1,1,240,0,0,0,0,0,0,1,11.744037185933616
419,20,3,9.041921720351219,0,8,3,5,6,42,42,10,2,1,775,0,281,1056,4,6.962243464266207,0,0,1,1,6,4,2,4,42.0,1,1,304,0,85,184,0,0,0,3,11.863582336583399
420,90,1,8.862200330487287,0,9,0,7,5,11,10,10,4,4,1309,0,35,1344,4,7.203405521083095,0,0,2,1,8,4,1,4,11.0,3,4,784,0,0,0,0,0,0,1,12.237086699059343
421,20,3,9.719264188452577,2,12,3,6,7,32,9,9,2,1,1246,0,356,1602,3,7.379008127628304,0,0,0,2,8,4,3,4,32.0,3,2,529,240,0,0,0,0,0,3,12.2783933071098
422,20,3,9.98736903651683,0,9,3,5,5,54,54,6,2,1,0,0,988,988,4,6.895682697747868,0,0,0,1,4,4,1,4,54.0,2,2,520,0,0,0,0,0,0,3,11.635143097694478
423,60,3,9.126958763037132,0,22,5,8,5,10,10,10,4,1,986,0,484,1470,3,7.293017679772782,1160,0,1,2,8,4,3,4,10.0,3,3,696,0,66,0,0,0,0,3,12.66032791780777
424,20,3,9.104979856318357,0,8,3,6,5,52,52,2,2,1,616,0,580,1196,3,7.086737934510577,0,0,1,1,6,4,4,4,52.0,2,1,297,0,44,0,0,0,0,3,11.842229212112828
425,60,1,8.125039097367745,0,4,5,7,8,63,17,6,2,1,0,0,651,651,3,6.561030665896573,682,0,0,1,6,4,4,2,62.0,1,1,240,0,0,126,0,0,0,3,11.813030057420567
426,80,3,9.457200449907708,0,10,4,7,5,20,20,2,4,4,1518,0,0,1518,3,7.404887575616125,0,0,1,2,5,4,3,4,20.0,3,2,569,80,0,0,0,396,0,3,12.524526376648708
427,20,3,9.058703197313223,0,8,3,4,6,51,51,4,2,1,288,0,619,907,4,6.810142450115136,0,0,0,1,5,4,1,2,44.0,1,1,352,0,0,0,0,0,0,3,11.59917655301345
428,20,3,8.819073983267831,0,14,3,7,5,0,0,10,4,1,664,0,544,1208,4,7.0967213784947605,0,0,1,2,6,4,1,4,0.0,2,2,628,105,54,0,0,0,0,4,12.182804018590819
429,20,3,9.346356175893625,1,19,3,6,5,21,21,6,2,2,1005,0,387,1392,2,7.252762418053187,0,0,1,2,6,4,3,4,21.0,1,2,576,0,0,169,0,0,0,3,12.072541252905651
430,160,1,7.426549072397305,0,2,5,6,5,37,37,6,2,1,387,0,96,483,2,6.180016653652572,504,0,0,1,4,4,1,2,37.0,1,1,264,0,0,0,0,0,0,0,11.355101379776661
431,50,1,8.628018746505122,0,4,1,6,7,88,10,4,1,1,0,0,901,901,3,6.992096427415888,110,0,0,1,7,4,1,0,28.0,0,0,0,0,98,0,0,0,0,0,11.288531131754366
432,160,1,7.560080465021827,0,2,5,5,5,36,36,6,2,1,471,0,294,765,4,6.639875833826536,600,0,1,1,6,3,1,2,36.0,1,2,440,240,36,0,0,0,0,3,11.715866308966918
433,60,3,9.29090601981575,1,13,5,6,5,11,10,10,4,1,0,0,926,926,4,6.8308742346461795,678,0,0,1,7,4,3,4,11.0,3,2,470,0,36,0,0,0,0,3,
434,180,1,7.5443321080536885,0,1,0,4,7,36,36,9,2,3,495,0,135,630,3,6.4457198193855785,0,0,1,1,3,4,1,0,28.0,0,0,0,88,0,0,0,0,0,3,11.302204433654575
435,60,3,9.274910142625483,4,14,5,7,6,13,13,10,4,3,385,344,70,799,4,6.717804695023691,834,0,1,2,6,4,3,4,13.0,2,2,550,158,61,0,0,0,0,3,
436,50,1,8.389359819906353,0,4,1,6,8,86,56,5,1,1,0,0,648,648,2,6.598509028614515,384,0,0,1,6,4,1,2,16.0,1,2,440,0,0,0,0,0,0,3,11.661345470088502
437,45,1,8.699514748210191,0,3,2,6,7,83,5,2,4,1,0,0,884,884,3,6.806829360392176,0,0,0,1,4,4,1,2,83.0,1,1,180,0,0,105,0,0,0,3,11.686878772093667
438,30,3,8.361708288575842,0,16,3,5,6,94,5,3,4,1,365,0,75,440,2,6.542471960506805,0,0,0,2,4,4,4,2,17.0,1,1,352,0,0,34,0,0,0,3,
439,50,3,9.421735176255844,1,5,1,6,8,89,9,2,1,2,0,0,684,684,3,6.52795791762255,512,0,0,2,7,4,1,2,4.0,1,2,528,0,46,0,0,0,0,3,11.608235644774552
440,20,3,9.644133752071205,0,21,3,10,5,1,1,10,4,4,1767,539,788,3094,4,7.784057002639929,0,0,1,3,10,4,4,4,1.0,3,3,672,0,72,0,0,170,0,3,13.226723392728571
441,90,3,9.401621670141608,0,5,3,4,4,53,53,10,2,1,133,0,1307,1440,2,7.272398392570047,0,0,0,0,8,4,1,0,28.0,0,0,0,0,0,0,0,0,0,3,11.678439903447801
442,50,1,8.738735461363474,0,3,1,5,7,78,16,4,4,1,0,0,1078,1078,2,7.028201432058005,445,0,0,1,8,4,4,2,78.0,1,2,360,0,0,0,0,0,0,3,12.000891794590137
443,120,3,8.274357006756292,0,15,3,7,5,1,0,3,4,3,0,0,1258,1258,4,7.1372784372603855,0,0,0,2,6,4,4,4,0.0,3,3,648,144,16,0,0,0,0,4,12.058152515453552
444,60,3,9.07680897935166,0,14,5,7,5,14,13,10,4,1,642,0,273,915,4,6.838405200847344,975,0,1,2,8,4,3,4,14.0,1,2,493,144,133,0,0,0,0,3,12.254862809699606
445,20,3,9.19573421958682,1,5,3,6,5,53,53,2,2,1,0,0,1436,1436,1,7.4318919168078,0,0,0,1,7,4,4,4,53.0,1,2,480,0,0,0,0,0,0,3,11.755871643580617
446,20,3,9.71063069382679,1,8,3,6,6,44,8,8,2,1,247,713,557,1517,4,7.543273346705446,0,0,0,2,6,2,4,4,44.0,3,2,578,0,0,0,0,0,0,3,
447,60,3,9.324918276683619,1,13,5,7,5,8,7,10,4,1,0,0,930,930,3,6.862757913051401,930,0,0,2,10,4,3,4,8.0,3,2,431,89,0,0,0,0,0,3,12.205572520488492
448,50,1,9.0595174822416,0,0,1,6,6,69,56,4,1,1,0,0,780,780,2,6.659293919683638,596,0,0,1,7,4,4,2,69.0,1,1,198,0,0,0,0,0,0,3,11.691071650353702
449,50,1,8.699514748210191,0,4,1,3,7,59,5,4,2,1,331,0,318,649,4,6.520621127558696,504,0,0,1,6,4,1,2,26.0,1,1,308,0,176,0,0,0,0,3,11.695247021764184
450,30,1,8.64541048921699,0,4,3,6,8,76,1,2,1,1,0,0,813,813,4,6.70073110954781,0,0,0,2,5,4,1,2,74.0,1,1,270,0,113,0,0,0,0,3,11.608235644774552
451,20,3,11.167063280451986,0,17,3,7,5,31,31,7,2,4,655,0,878,1533,2,7.334981878871814,0,0,1,2,5,4,3,4,31.0,1,2,576,200,54,0,0,0,0,3,
452,60,3,9.138092207768558,1,19,5,6,5,11,10,10,4,1,742,0,130,872,4,6.78897174299217,868,0,1,1,7,4,1,4,11.0,3,2,422,144,122,0,0,0,0,3,
453,60,4,9.104979856318357,0,18,5,8,5,1,1,10,4,1,0,0,768,768,4,6.666956792429207,804,0,0,2,6,4,1,4,1.0,2,2,676,0,30,0,0,0,0,3,12.254862809699606
454,90,3,9.137447046455858,0,9,3,5,5,30,30,7,2,1,1606,0,122,1728,2,7.454719949364001,0,0,2,1,8,4,1,2,30.0,1,2,560,0,0,0,0,0,0,2,12.144197241812087
455,20,3,9.169518377455928,0,12,3,7,6,34,34,6,2,1,916,0,326,1242,1,7.124478262493424,0,0,0,1,6,4,3,4,34.0,1,2,528,0,0,0,0,0,0,3,12.075394321888057
456,70,1,8.427487278331744,0,4,5,5,5,92,58,0,1,1,0,0,624,624,1,6.436150368369428,720,0,0,1,7,4,1,2,92.0,1,3,513,0,0,96,0,0,0,0,
457,20,3,10.882321065382621,4,17,3,4,6,54,14,7,2,4,1116,0,248,1364,4,7.416378479192928,0,0,1,2,6,3,4,4,54.0,3,2,529,224,137,0,0,0,0,3,
458,70,1,8.536995818712418,0,4,5,8,7,83,12,5,4,1,0,0,588,588,1,6.725033642166843,833,0,0,2,7,4,4,2,83.0,1,1,228,192,63,0,0,0,0,3,11.9891596439666
459,50,3,8.855805992536562,1,3,1,5,4,59,59,4,2,1,185,0,524,709,2,6.88653164253051,224,0,1,2,5,4,3,2,59.0,1,1,352,0,0,248,0,0,0,3,11.608235644774552
460,60,4,8.987696695703624,0,18,5,8,5,0,0,10,4,1,544,0,288,832,4,6.723832440821209,1103,0,1,1,8,4,1,5,0.0,3,2,552,0,150,0,0,0,0,4,12.481561937216318
461,70,3,8.881836305004146,0,7,5,7,9,73,2,2,4,1,350,210,0,560,4,6.354370040797351,560,0,1,2,6,4,1,2,38.0,2,2,576,256,0,0,0,0,0,3,11.951180395901384
462,20,3,9.0217190130337,0,6,3,5,5,44,44,4,2,1,553,311,0,864,3,6.761572768804055,0,0,0,1,5,4,0,2,44.0,1,1,360,0,0,236,0,0,0,3,11.041048081342682
463,70,3,9.391661428436555,0,16,5,6,7,74,13,5,2,1,326,0,389,715,1,6.744059186311348,811,0,0,1,6,4,4,2,69.0,1,1,240,0,0,0,0,0,0,3,12.147913731356642
464,20,3,9.039552050995901,0,14,3,5,5,31,31,6,2,1,616,0,424,1040,2,6.946975992135418,0,0,0,1,5,4,1,0,29.0,0,0,0,0,0,0,0,0,0,3,11.728036844587175
465,120,1,8.030084094267563,0,15,3,7,5,2,2,10,4,1,0,0,1375,1375,4,7.254177846456518,0,0,0,2,6,4,3,4,2.0,3,2,398,144,20,0,0,0,0,3,12.093687514935382
466,20,3,9.271247306879705,0,8,3,7,5,37,37,7,2,4,778,0,499,1277,2,7.152268856032539,0,0,1,1,5,4,0,4,37.0,1,2,526,0,0,0,0,176,0,3,12.025749091398891
467,70,3,9.156939595249067,0,8,5,5,7,65,12,4,2,1,386,0,342,728,4,6.78897174299217,756,0,0,2,7,4,4,4,65.0,1,1,312,168,0,0,0,0,0,3,11.894780707439258
468,20,3,9.343821763350663,0,21,3,8,5,1,1,10,4,1,0,0,1626,1626,4,7.3987862754199485,0,0,0,2,7,4,4,4,1.0,2,3,866,0,44,0,0,0,0,3,12.429216196844383
469,60,3,9.136801468641313,1,10,5,6,5,15,15,6,4,1,426,0,406,832,4,6.723832440821209,878,0,0,2,7,4,1,4,15.0,2,2,506,144,70,0,0,0,0,3,12.138863895836725
470,120,3,8.827614750837508,1,20,3,8,5,25,25,6,4,3,368,1120,0,1488,2,7.31455283232408,0,0,1,2,4,4,1,4,25.0,2,2,528,0,54,0,0,140,0,3,12.26434155365415
471,60,3,9.388653907372598,0,12,5,7,6,30,30,3,2,1,0,0,808,808,2,7.057036981697891,808,0,0,1,8,4,4,4,30.0,2,2,534,0,0,0,0,276,0,3,12.154779351142624
472,180,1,8.209308411646937,0,5,4,6,5,3,3,10,4,4,459,0,88,547,4,6.977281341630747,0,0,1,1,5,4,1,3,3.0,2,2,525,0,28,0,0,0,0,3,11.904967552746252
473,20,3,9.614270969992395,0,21,3,8,5,1,0,10,4,4,1350,0,626,1976,4,7.588829878307813,0,0,1,2,7,4,5,4,1.0,2,3,908,250,63,0,0,0,0,4,12.994530005894443
474,120,3,8.58110651715989,0,20,3,8,5,7,7,9,4,3,1196,0,298,1494,4,7.409741954080923,0,0,1,3,6,4,1,4,7.0,2,2,499,96,48,0,0,0,0,3,12.43320821811392
475,20,3,9.045465728785949,1,6,3,5,6,44,44,6,2,1,630,0,340,970,2,6.877296071497429,0,0,1,1,5,4,1,2,11.0,1,2,624,0,24,0,0,192,0,3,11.794337924408413
476,20,3,9.482274087459825,0,14,3,6,5,11,10,10,4,4,994,0,484,1478,4,7.30854279753919,0,0,1,2,7,4,3,4,11.0,3,2,508,140,39,0,0,0,0,3,
477,60,3,9.524640032332234,0,21,5,9,5,1,1,10,4,3,0,0,2153,2153,4,7.634820677745543,574,0,0,3,9,4,4,5,1.0,3,3,694,414,84,0,0,0,0,3,12.84792653170257
478,20,3,9.272093768251665,0,14,3,8,5,2,1,10,4,4,1288,0,417,1705,4,7.4489161025442,0,0,1,2,7,4,4,4,2.0,2,3,826,208,44,0,0,0,0,3,
479,30,1,8.686935966003333,0,4,3,4,7,70,7,5,1,1,168,0,739,907,2,7.030857476116121,0,0,0,1,7,4,1,2,12.0,1,2,672,0,72,0,0,0,0,1,
480,20,3,9.682404377188837,2,21,3,9,5,2,1,10,4,4,1261,0,572,1833,4,7.52294091807237,0,0,1,2,8,4,4,4,2.0,3,3,772,519,112,0,0,0,0,3,12.694652660348845
481,20,3,9.37974553683691,0,21,3,9,5,3,2,10,4,4,1567,0,225,1792,4,7.491087593534876,0,0,1,3,6,4,4,4,3.0,3,3,874,206,49,0,0,0,0,3,12.832011076396668
482,70,1,7.824046010856292,1,4,5,7,8,94,4,5,4,1,299,0,611,910,4,6.82001636467413,910,0,1,3,7,1,4,4,94.0,1,1,164,0,0,0,0,0,0,3,11.951180395901384
483,120,1,8.411832675758411,2,9,3,6,5,8,8,10,4,1,897,0,319,1216,4,7.103322062526113,0,0,1,1,5,4,1,4,8.0,1,2,402,0,125,0,0,0,0,3,
484,20,3,8.956479847999912,1,6,3,5,7,45,6,6,2,1,588,0,411,999,3,6.906754778648554,0,0,1,2,6,4,1,2,44.0,1,1,264,0,132,0,0,0,0,3,
485,20,3,9.169518377455928,0,8,3,5,7,59,2,4,2,1,607,0,506,1113,3,7.014814351275545,0,0,0,2,5,4,4,4,59.0,1,1,264,0,80,120,0,0,0,3,
486,20,3,9.23883064237581,0,8,3,5,7,42,42,4,2,1,836,0,237,1073,2,6.9782137426306985,0,0,1,1,6,4,1,4,42.0,2,2,515,0,0,0,0,0,0,3,11.957611286231675
487,20,3,9.412709624073916,0,12,3,5,6,36,36,7,2,3,998,0,486,1484,3,7.302496423727326,0,0,0,1,7,4,3,4,36.0,1,2,487,224,0,0,0,180,0,3,
488,190,3,9.287301413112312,1,4,1,5,4,106,36,2,2,1,664,0,290,954,2,7.476472381163905,648,0,0,1,10,2,4,4,36.0,1,2,520,142,0,0,0,0,0,3,
489,180,1,7.330405211844402,0,1,0,4,8,39,7,9,2,3,515,0,115,630,2,6.4457198193855785,0,0,1,2,3,4,1,4,39.0,1,1,286,0,0,0,0,0,0,3,11.362102575235644
490,160,1,7.887959336599945,0,1,5,5,6,32,32,9,4,2,0,0,264,264,2,6.423246963533519,688,0,0,1,4,4,4,5,32.0,3,1,336,141,24,0,0,0,0,3,11.652687407345388
491,50,3,9.157993891603974,0,8,1,6,7,65,56,2,2,1,403,165,238,806,2,6.86484777797086,620,0,1,0,5,4,3,4,65.0,1,1,240,0,0,32,0,0,0,3,11.79810440720389
492,60,3,9.653614941479894,1,13,5,6,5,0,0,10,4,1,0,0,728,728,3,6.590301048196686,728,0,0,1,8,4,1,4,0.0,2,2,429,0,0,0,0,0,0,4,12.059803326028716
493,20,3,8.97853441008332,0,8,3,5,6,48,48,8,2,1,374,532,363,1269,2,7.1459844677143876,0,0,0,1,6,4,2,2,44.0,1,1,308,0,0,0,0,0,0,3,11.951180395901384
494,30,1,8.6628507638386,0,4,3,5,8,71,13,4,1,1,0,0,190,190,3,6.786716950605081,0,0,0,1,4,4,1,4,71.0,1,1,273,144,20,80,0,0,0,3,11.421906066583059
495,30,0,8.971956271245688,0,0,3,4,5,89,59,2,2,1,495,0,225,720,2,6.579251212010101,0,0,0,1,4,4,1,0,29.0,0,0,0,0,523,115,0,0,0,0,10.460242108190519
496,20,3,9.448727152703086,0,22,3,8,5,15,14,8,4,1,1231,0,1969,3200,4,8.07961802938984,0,0,1,2,10,4,4,4,15.0,2,2,546,264,75,291,0,0,0,3,12.971540487669746
497,50,3,9.118225083068378,0,3,1,7,6,83,58,2,4,1,329,0,697,1026,4,7.0326242610280065,687,0,1,1,8,4,1,2,83.0,1,1,240,0,100,0,0,0,0,3,
498,20,3,8.961879012677683,0,6,3,5,7,42,5,6,4,1,450,0,414,864,4,6.80128303447162,0,0,0,2,5,4,1,4,42.0,3,1,288,64,0,0,0,0,0,3,
499,20,3,8.927314111060596,0,8,3,5,7,49,22,4,2,1,111,279,522,912,1,6.815639990074331,0,0,0,1,5,4,1,4,49.0,3,1,297,12,285,0,0,0,0,3,11.695247021764184
500,160,1,7.5443321080536885,0,2,5,6,5,34,34,6,2,1,356,0,316,672,2,6.51025834052315,546,0,0,1,7,4,1,2,34.0,1,1,264,144,28,0,0,0,0,3,11.635143097694478
501,60,4,9.190443740261726,0,18,5,7,5,3,3,10,4,1,400,0,466,866,3,6.763884908562435,902,0,0,2,7,4,1,4,3.0,2,2,603,0,108,0,0,0,0,3,12.33138283649562
502,20,3,9.123692565250511,1,5,3,5,7,42,42,4,2,1,698,96,420,1214,4,7.101675971619444,0,0,1,1,6,4,1,2,42.0,1,2,461,0,0,184,0,0,0,3,11.84939770159144
503,20,3,9.655154390148258,0,16,3,7,8,51,13,8,2,1,1247,0,254,1501,2,7.496097345175956,0,0,1,1,6,4,3,4,51.0,3,2,484,0,54,0,0,161,0,3,12.57418196709457
504,160,3,7.744136627627991,0,11,5,6,5,35,35,7,2,1,257,495,103,855,2,6.75110146893676,467,0,0,1,6,4,2,4,35.0,1,2,440,260,0,0,0,0,0,3,
505,90,1,8.935377071932177,0,4,5,5,5,57,57,2,2,1,0,0,960,960,3,6.866933284461882,1000,0,0,1,10,4,1,2,57.0,1,2,400,0,0,0,0,0,0,3,11.732060994886899
506,60,3,9.164715193949908,0,10,5,8,5,13,12,10,4,1,380,0,397,777,4,6.970730078143525,846,0,0,2,8,4,3,4,13.0,2,2,471,182,81,0,0,0,0,3,
507,20,4,8.969796305981806,0,18,3,6,5,0,0,10,4,1,27,0,1191,1218,4,7.1049654482698426,0,0,0,2,4,4,1,4,0.0,3,2,676,0,102,0,0,0,0,4,12.246734627249063
508,70,1,9.169518377455928,0,4,5,7,9,80,3,4,1,1,141,0,548,689,4,6.535241271013659,689,0,0,2,7,4,4,2,80.0,1,2,360,0,0,116,0,0,0,3,
509,20,3,9.169518377455928,1,8,3,5,6,50,50,4,2,1,991,0,50,1041,4,6.947937068614969,0,0,1,1,6,4,1,4,50.0,2,1,270,224,88,0,0,0,0,3,11.732060994886899
510,20,3,9.585964638073326,0,8,3,5,7,58,9,2,2,1,650,180,178,1008,4,7.217443431696533,0,0,1,1,6,3,3,1,58.0,1,1,288,324,42,0,0,168,0,3,12.01309450854769
511,120,3,8.823500727991183,0,21,3,7,5,1,0,10,4,1,0,0,1368,1368,4,7.221105098182496,0,0,0,2,6,4,4,4,1.0,2,2,474,132,35,0,0,0,0,4,12.219309648562168
512,20,3,9.116029692504942,1,8,3,5,5,48,48,10,2,1,521,174,169,864,2,6.761572768804055,0,0,1,1,5,4,1,2,42.0,1,2,624,0,0,0,0,0,0,3,11.77452020265869
513,20,3,9.125544720271467,1,9,3,6,5,24,24,10,4,1,336,0,748,1084,2,6.984716320118266,0,0,0,1,5,4,1,4,24.0,1,2,484,120,0,158,0,0,0,3,
514,45,3,9.268043082104471,0,16,2,5,5,81,57,2,1,1,0,0,768,768,1,6.670766320845874,0,0,0,1,5,4,1,2,81.0,1,1,200,0,0,112,0,0,0,3,11.477298287327077
